,show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
2838,s1064,TV Show,Marvel's Ultimate Comics,,"Cole Howard, Brian Drummond",,"November 12, 2019",2016,TV-Y7,1 Season,Comedy,Spidey and Iron Man team-up. Black Panther vs. Ghost.
2839,s1065,Movie,Mary Poppins,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",United States,"November 12, 2019",1964,G,142 min,Family,A magical nanny reconnects a father and mother with their two children.
2840,s1065,Movie,Mary Poppins,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",United States,"November 12, 2019",1964,G,142 min,Fantasy,A magical nanny reconnects a father and mother with their two children.
2841,s1065,Movie,Mary Poppins,Robert Stevenson,"Julie Andrews, Dick Van Dyke, David Tomlinson, Glynis Johns, Hermione Baddeley, Karen Dotrice",United States,"November 12, 2019",1964,G,142 min,Musical,A magical nanny reconnects a father and mother with their two children.
2842,s1066,Movie,Mater and the Ghostlight,John Lasseter,"Larry the Cable Guy , Owen Wilson, Michael Wallis, Bonnie Hunt, Paul Newman, Cheech Marin",United States,"November 12, 2019",2006,TV-Y7,8 min,Animation,Mater ponders if the legend of the Ghostlight is true.
2843,s1066,Movie,Mater and the Ghostlight,John Lasseter,"Larry the Cable Guy , Owen Wilson, Michael Wallis, Bonnie Hunt, Paul Newman, Cheech Marin",United States,"November 12, 2019",2006,TV-Y7,8 min,Comedy,Mater ponders if the legend of the Ghostlight is true.
2844,s1066,Movie,Mater and the Ghostlight,John Lasseter,"Larry the Cable Guy , Owen Wilson, Michael Wallis, Bonnie Hunt, Paul Newman, Cheech Marin",United States,"November 12, 2019",2006,TV-Y7,8 min,Family,Mater ponders if the legend of the Ghostlight is true.
2845,s1067,Movie,Meet the Deedles,Steve Boyum,"Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh",United States,"November 12, 2019",1998,PG,94 min,Buddy,Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful.
2846,s1067,Movie,Meet the Deedles,Steve Boyum,"Paul Walker, Steve Wormer, John Ashton, A.J. Langer, Robert Englund, Megan Cavanagh",United States,"November 12, 2019",1998,PG,94 min,Comedy,Two surfer dudes try to stop an ex-park ranger from stealing Old Faithful.
2847,s1068,Movie,Meet the Robinsons,Stephen Anderson,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John Ford, Dara McGarry",United States,"November 12, 2019",2007,G,97 min,Action-Adventure,A young inventor uses time travel to find the family he never knew.
2848,s1068,Movie,Meet the Robinsons,Stephen Anderson,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John Ford, Dara McGarry",United States,"November 12, 2019",2007,G,97 min,Animation,A young inventor uses time travel to find the family he never knew.
2849,s1068,Movie,Meet the Robinsons,Stephen Anderson,"Angela Bassett, Daniel Hansen, Jordan Fry, Matthew Josten, John Ford, Dara McGarry",United States,"November 12, 2019",2007,G,97 min,Family,A young inventor uses time travel to find the family he never knew.
2850,s1069,Movie,Melody Time,"Clyde Geronimi, Jack Kinney, Hamilton Luske","Roy Rogers, Trigger , Dennis Day, The Andrews Sisters , Fred Waring and His Pennsylvanians , Freddy Martin",United States,"November 12, 2019",1948,TV-PG,76 min,Animation,Classic stories blend high-spirited music and unforgettable characters. See details for advisory.
2851,s1069,Movie,Melody Time,"Clyde Geronimi, Jack Kinney, Hamilton Luske","Roy Rogers, Trigger , Dennis Day, The Andrews Sisters , Fred Waring and His Pennsylvanians , Freddy Martin",United States,"November 12, 2019",1948,TV-PG,76 min,Anthology,Classic stories blend high-spirited music and unforgettable characters. See details for advisory.
2852,s1069,Movie,Melody Time,"Clyde Geronimi, Jack Kinney, Hamilton Luske","Roy Rogers, Trigger , Dennis Day, The Andrews Sisters , Fred Waring and His Pennsylvanians , Freddy Martin",United States,"November 12, 2019",1948,TV-PG,76 min,Family,Classic stories blend high-spirited music and unforgettable characters. See details for advisory.
2853,s1070,Movie,Mickey Down Under,Charles Nichols,,United States,"November 12, 2019",1948,TV-G,7 min,Animation,Mickey and Pluto vacation in Australia. See details for advisory.
2854,s1070,Movie,Mickey Down Under,Charles Nichols,,United States,"November 12, 2019",1948,TV-G,7 min,Comedy,Mickey and Pluto vacation in Australia. See details for advisory.
2855,s1070,Movie,Mickey Down Under,Charles Nichols,,United States,"November 12, 2019",1948,TV-G,7 min,Family,Mickey and Pluto vacation in Australia. See details for advisory.
2856,s1071,TV Show,Mickey Mouse (Shorts),,,United States,"November 12, 2019",2012,TV-G,5 Seasons,Animation,"All-new series of cartoon shorts, Mickey Mouse finds himself in silly situations around the world!"
2857,s1071,TV Show,Mickey Mouse (Shorts),,,United States,"November 12, 2019",2012,TV-G,5 Seasons,Kids,"All-new series of cartoon shorts, Mickey Mouse finds himself in silly situations around the world!"
2858,s1072,TV Show,Mickey Mouse Club (1955-59),,,United States,"November 12, 2019",1955,TV-PG,1 Season,Family,The Mickey Mouse Club is a variety show featuring the Mouseketeers. See details for advisory.
2859,s1072,TV Show,Mickey Mouse Club (1955-59),,,United States,"November 12, 2019",1955,TV-PG,1 Season,Variety,The Mickey Mouse Club is a variety show featuring the Mouseketeers. See details for advisory.
2860,s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",United States,"November 12, 2019",2004,G,71 min,Action-Adventure,An animated version of the classic tale starring three Disney favorites.
2861,s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",United States,"November 12, 2019",2004,G,71 min,Animation,An animated version of the classic tale starring three Disney favorites.
2862,s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",Donovan Cook,"Wayne Allwine, Tony Anselmo, Bill Farmer, Russi Taylor, Tress MacNeille, Jim Cummings",United States,"November 12, 2019",2004,G,71 min,Family,An animated version of the classic tale starring three Disney favorites.
2863,s1074,Movie,Mickey's Birthday Party,Riley Thomson,"Walt Disney, Thelma Boardman, Pinto Colvig, Clarence Nash, Florence Gill",United States,"November 12, 2019",1942,TV-G,9 min,Animation,The gang gives Mickey a surprise birthday party. See details for advisory.
2864,s1074,Movie,Mickey's Birthday Party,Riley Thomson,"Walt Disney, Thelma Boardman, Pinto Colvig, Clarence Nash, Florence Gill",United States,"November 12, 2019",1942,TV-G,9 min,Comedy,The gang gives Mickey a surprise birthday party. See details for advisory.
2865,s1074,Movie,Mickey's Birthday Party,Riley Thomson,"Walt Disney, Thelma Boardman, Pinto Colvig, Clarence Nash, Florence Gill",United States,"November 12, 2019",1942,TV-G,9 min,Family,The gang gives Mickey a surprise birthday party. See details for advisory.
2866,s1075,Movie,Mickey's Christmas Carol,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris",United States,"November 12, 2019",1983,G,26 min,Animation,All your Disney pals star in this retelling of a Dickens Christmas classic.
2867,s1075,Movie,Mickey's Christmas Carol,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris",United States,"November 12, 2019",1983,G,26 min,Comedy,All your Disney pals star in this retelling of a Dickens Christmas classic.
2868,s1075,Movie,Mickey's Christmas Carol,Burny Mattinson,"Alan Young, Wayne Allwine, Hal Smith, Will Ryan, Eddy Carroll, Patricia Parris",United States,"November 12, 2019",1983,G,26 min,Family,All your Disney pals star in this retelling of a Dickens Christmas classic.
2869,s1076,Movie,Mickey's Delayed Date,Charles Nichols,,United States,"November 12, 2019",1947,TV-G,7 min,Animation,Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.
2870,s1076,Movie,Mickey's Delayed Date,Charles Nichols,,United States,"November 12, 2019",1947,TV-G,7 min,Comedy,Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.
2871,s1076,Movie,Mickey's Delayed Date,Charles Nichols,,United States,"November 12, 2019",1947,TV-G,7 min,Family,Pluto helps Mickey get ready when he forgets about his big date. See details for advisory.
2872,s1077,Movie,Mickey's Once Upon a Christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",United States,"November 12, 2019",1999,TV-G,67 min,Animation,Join Mickey and his pals for tales of their most memorable Christmases.
2873,s1077,Movie,Mickey's Once Upon a Christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",United States,"November 12, 2019",1999,TV-G,67 min,Anthology,Join Mickey and his pals for tales of their most memorable Christmases.
2874,s1077,Movie,Mickey's Once Upon a Christmas,"Bradley Raymond, Jun Falkenstein, Bill Speers","Kelsey Grammer, Wayne Allwine, Russi Taylor, Tony Anselmo, Diane Michelle, Tress MacNeille",United States,"November 12, 2019",1999,TV-G,67 min,Comedy,Join Mickey and his pals for tales of their most memorable Christmases.
2875,s1078,Movie,Mickey's Rival,"Wilfred Jackson, Walt Disney","Walt Disney, Marcelite Garner, Sonny Dawson",United States,"November 12, 2019",1936,TV-G,9 min,Animation,"Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory."
2876,s1078,Movie,Mickey's Rival,"Wilfred Jackson, Walt Disney","Walt Disney, Marcelite Garner, Sonny Dawson",United States,"November 12, 2019",1936,TV-G,9 min,Comedy,"Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory."
2877,s1078,Movie,Mickey's Rival,"Wilfred Jackson, Walt Disney","Walt Disney, Marcelite Garner, Sonny Dawson",United States,"November 12, 2019",1936,TV-G,9 min,Family,"Mickey's rival, Mortimer, strives for Minnie's affections. See details for advisory."
2878,s1079,Movie,Mickey's Trailer,Ben Sharpsteen,"Clarence Nash, Pinto Colvig, Walt Disney",United States,"November 12, 2019",1938,TV-PG,8 min,Animation,"Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory."
2879,s1079,Movie,Mickey's Trailer,Ben Sharpsteen,"Clarence Nash, Pinto Colvig, Walt Disney",United States,"November 12, 2019",1938,TV-PG,8 min,Comedy,"Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory."
2880,s1079,Movie,Mickey's Trailer,Ben Sharpsteen,"Clarence Nash, Pinto Colvig, Walt Disney",United States,"November 12, 2019",1938,TV-PG,8 min,Family,"Mickey, Donald and Goofy are on an adventurous car trip. See details for advisory."
2881,s1080,Movie,Mickey's Twice Upon a Christmas,Matthew O'Callaghan,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",United States,"November 12, 2019",2004,G,70 min,Animation,Mickey and his pals learn the true meaning of Christmas…with Santa's help.
2882,s1080,Movie,Mickey's Twice Upon a Christmas,Matthew O'Callaghan,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",United States,"November 12, 2019",2004,G,70 min,Anthology,Mickey and his pals learn the true meaning of Christmas…with Santa's help.
2883,s1080,Movie,Mickey's Twice Upon a Christmas,Matthew O'Callaghan,"Wayne Allwine, Tony Anselmo, Jeff Bennett, Jim Cummings, Bill Farmer, Tress MacNeille",United States,"November 12, 2019",2004,G,70 min,Comedy,Mickey and his pals learn the true meaning of Christmas…with Santa's help.
2884,s1081,Movie,Mighty Joe Young,Ron Underwood,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews",United States,"November 12, 2019",1998,PG,116 min,Action-Adventure,"Taken to Hollywood to hide, a mighty gorilla is chased by a hunter."
2885,s1081,Movie,Mighty Joe Young,Ron Underwood,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews",United States,"November 12, 2019",1998,PG,116 min,Animals & Nature,"Taken to Hollywood to hide, a mighty gorilla is chased by a hunter."
2886,s1081,Movie,Mighty Joe Young,Ron Underwood,"Bill Paxton, Charlize Theron, Rade Šerbedžija, Regina King, Peter Firth, Naveen Andrews",United States,"November 12, 2019",1998,PG,116 min,Family,"Taken to Hollywood to hide, a mighty gorilla is chased by a hunter."
2887,s1082,Movie,Mike's New Car,"Pete Docter, Roger Gould","Billy Crystal, John Goodman",United States,"November 12, 2019",2002,TV-G,5 min,Animation,Mike and Sulley try to take Mike's new car for a ride.
2888,s1082,Movie,Mike's New Car,"Pete Docter, Roger Gould","Billy Crystal, John Goodman",United States,"November 12, 2019",2002,TV-G,5 min,Buddy,Mike and Sulley try to take Mike's new car for a ride.
2889,s1082,Movie,Mike's New Car,"Pete Docter, Roger Gould","Billy Crystal, John Goodman",United States,"November 12, 2019",2002,TV-G,5 min,Comedy,Mike and Sulley try to take Mike's new car for a ride.
2890,s1083,Movie,Minutemen,Lev Spiro,"Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane",United States,"November 12, 2019",2008,TV-G,91 min,Action-Adventure,Three teen outcasts invent a time machine to save their social lives.
2891,s1083,Movie,Minutemen,Lev Spiro,"Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane",United States,"November 12, 2019",2008,TV-G,91 min,Comedy,Three teen outcasts invent a time machine to save their social lives.
2892,s1083,Movie,Minutemen,Lev Spiro,"Jason Dolley, Luke Benward, Nicholas Braun, Chelsea Staub, Steven McQueen, Kara Crane",United States,"November 12, 2019",2008,TV-G,91 min,Science Fiction,Three teen outcasts invent a time machine to save their social lives.
2893,s1084,Movie,Miracle,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill","Canada, United States","November 12, 2019",2004,PG,137 min,Drama,The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.
2894,s1084,Movie,Miracle,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill","Canada, United States","November 12, 2019",2004,PG,137 min,Historical,The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.
2895,s1084,Movie,Miracle,Gavin O'Connor,"Kurt Russell, Patricia Clarkson, Noah Emmerich, Sean McCann, Kenneth Welsh, Eddie Cahill","Canada, United States","November 12, 2019",2004,PG,137 min,Sports,The story of the 1980 U.S. Olympic hockey team's win over a seemingly invincible Soviet squad.
2896,s1085,Movie,Miracle at Midnight,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",United States,"November 12, 2019",1998,TV-14,89 min,Drama,A family risks their lives to help their neighbors escape the Nazis.
2897,s1085,Movie,Miracle at Midnight,Ken Cameron,"Sam Waterston, Mia Farrow, Justin Whalin, Patrick Malahide, Benedick Blythe",United States,"November 12, 2019",1998,TV-14,89 min,Historical,A family risks their lives to help their neighbors escape the Nazis.
2898,s1086,Movie,Miracle in Lane 2,Greg Beeman,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",United States,"November 12, 2019",2000,TV-G,90 min,Biographical,A physically challenged boy strives to compete in a national soapbox derby.
2899,s1086,Movie,Miracle in Lane 2,Greg Beeman,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",United States,"November 12, 2019",2000,TV-G,90 min,Drama,A physically challenged boy strives to compete in a national soapbox derby.
2900,s1086,Movie,Miracle in Lane 2,Greg Beeman,"Frankie Muniz, Rick Rossovich, Molly Hagan, Patrick Levis, Roger Brown, Tuc Watkins",United States,"November 12, 2019",2000,TV-G,90 min,Sports,A physically challenged boy strives to compete in a national soapbox derby.
2901,s1087,Movie,Miracle Landing on the Hudson,,"Todd Boyce, Miriam Lucia, James McGregor, Nathan Nolan, Phillip Wright",United States,"November 12, 2019",2014,TV-G,44 min,Action-Adventure,"The true story of the terrifying, ultimately triumphant landing of Flight 1549 in the Hudson River."
2902,s1087,Movie,Miracle Landing on the Hudson,,"Todd Boyce, Miriam Lucia, James McGregor, Nathan Nolan, Phillip Wright",United States,"November 12, 2019",2014,TV-G,44 min,Documentary,"The true story of the terrifying, ultimately triumphant landing of Flight 1549 in the Hudson River."
2903,s1088,Movie,Mission to the Sun,Daniel Smith,"Henry Goodman, Jack Baker",United States,"November 12, 2019",2018,TV-PG,44 min,Documentary,A NASA mission to study the sun gathers data on potentially devastating solar storms.
2904,s1089,Movie,Moana,"John Musker, Ron Clements","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Nicole Scherzinger, Jemaine Clement",United States,"November 12, 2019",2016,PG,108 min,Action-Adventure,Moana and Maui set sail on a journey across the ocean to save the world.
2905,s1089,Movie,Moana,"John Musker, Ron Clements","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Nicole Scherzinger, Jemaine Clement",United States,"November 12, 2019",2016,PG,108 min,Animation,Moana and Maui set sail on a journey across the ocean to save the world.
2906,s1089,Movie,Moana,"John Musker, Ron Clements","Auli'i Cravalho, Dwayne Johnson, Rachel House, Temuera Morrison, Nicole Scherzinger, Jemaine Clement",United States,"November 12, 2019",2016,PG,108 min,Family,Moana and Maui set sail on a journey across the ocean to save the world.
2907,s1090,Movie,Mom's Got a Date With a Vampire,Stephen Boyum,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine","Canada, United States","November 12, 2019",2000,TV-PG,83 min,Comedy,Two kids set up their mom on a date with a vampire.
2908,s1090,Movie,Mom's Got a Date With a Vampire,Stephen Boyum,"Matthew O'Leary, Laura Vandervoort, Myles Jeffrey, Caroline Rhea, Charles Shaughnessy, Robert Carradine","Canada, United States","November 12, 2019",2000,TV-PG,83 min,Fantasy,Two kids set up their mom on a date with a vampire.
2909,s1091,Movie,Monsters University,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",United States,"November 12, 2019",2013,G,104 min,Animation,Discover how Mike and Sulley first met at Monsters University.
2910,s1091,Movie,Monsters University,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",United States,"November 12, 2019",2013,G,104 min,Buddy,Discover how Mike and Sulley first met at Monsters University.
2911,s1091,Movie,Monsters University,Dan Scanlon,"Billy Crystal, John Goodman, Steve Buscemi, Helen Mirren, Peter Sohn, Joel Murray",United States,"November 12, 2019",2013,G,104 min,Comedy,Discover how Mike and Sulley first met at Monsters University.
2912,s1092,Movie,"Monsters, Inc.",Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",United States,"November 12, 2019",2001,G,93 min,Animation,A little girl named Boo wanders into the world of monsters.
2913,s1092,Movie,"Monsters, Inc.",Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",United States,"November 12, 2019",2001,G,93 min,Buddy,A little girl named Boo wanders into the world of monsters.
2914,s1092,Movie,"Monsters, Inc.",Pete Docter,"John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn, Jennifer Tilly",United States,"November 12, 2019",2001,G,93 min,Comedy,A little girl named Boo wanders into the world of monsters.
2915,s1093,Movie,Motocrossed,Steve Boyum,"Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien, Timothy Carhart, Scott Terra",United States,"November 12, 2019",2001,TV-G,92 min,Drama,Andi takes her brother's spot in a motocross race after he injures his leg.
2916,s1093,Movie,Motocrossed,Steve Boyum,"Alana Austin, Riley Smith, Mary-Margaret Humes, Trever O'Brien, Timothy Carhart, Scott Terra",United States,"November 12, 2019",2001,TV-G,92 min,Sports,Andi takes her brother's spot in a motocross race after he injures his leg.
2917,s1094,Movie,Mr. Boogedy,Oz Scott,"Richard Masur, Mimi Kennedy, Benjamin Gregory, David Faustino, Kristy Swanson, Howard Witt",United States,"November 12, 2019",1986,TV-PG,46 min,Comedy,A New England family finds their new home is haunted by a local legend.
2918,s1094,Movie,Mr. Boogedy,Oz Scott,"Richard Masur, Mimi Kennedy, Benjamin Gregory, David Faustino, Kristy Swanson, Howard Witt",United States,"November 12, 2019",1986,TV-PG,46 min,Fantasy,A New England family finds their new home is haunted by a local legend.
2919,s1095,Movie,Mr. Duck Steps Out,Jack King,,United States,"November 12, 2019",1940,TV-G,9 min,Animation,Donald attempts to court Daisy. See details for advisory.
2920,s1095,Movie,Mr. Duck Steps Out,Jack King,,United States,"November 12, 2019",1940,TV-G,9 min,Comedy,Donald attempts to court Daisy. See details for advisory.
2921,s1095,Movie,Mr. Duck Steps Out,Jack King,,United States,"November 12, 2019",1940,TV-G,9 min,Family,Donald attempts to court Daisy. See details for advisory.
2922,s1096,Movie,Mr. Mouse Takes a Trip,Clyde Geronimi,,United States,"November 12, 2019",1940,TV-G,8 min,Animation,Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory.
2923,s1096,Movie,Mr. Mouse Takes a Trip,Clyde Geronimi,,United States,"November 12, 2019",1940,TV-G,8 min,Comedy,Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory.
2924,s1096,Movie,Mr. Mouse Takes a Trip,Clyde Geronimi,,United States,"November 12, 2019",1940,TV-G,8 min,Family,Mickey Mouse and Pluto hit the road - and run into trouble. See details for advisory.
2925,s1097,Movie,Mulan II,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh","United States, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan","November 12, 2019",2005,G,82 min,Action-Adventure,Mulan must complete a dangerous mission before marrying General Shang.
2926,s1097,Movie,Mulan II,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh","United States, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan","November 12, 2019",2005,G,82 min,Animation,Mulan must complete a dangerous mission before marrying General Shang.
2927,s1097,Movie,Mulan II,"Darrell Rooney, Lynne Southerland","Ming-Na Wen, B.D. Wong, Mark Moseley, Lucy Liu, Harvey Fierstein, Sandra Oh","United States, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan","November 12, 2019",2005,G,82 min,Family,Mulan must complete a dangerous mission before marrying General Shang.
2928,s1098,TV Show,Muppet Moments (Shorts),,,United States,"November 12, 2019",2014,TV-Y7,1 Season,Anthology,Join the Muppets as they share unforgettable moments.
2929,s1098,TV Show,Muppet Moments (Shorts),,,United States,"November 12, 2019",2014,TV-Y7,1 Season,Comedy,Join the Muppets as they share unforgettable moments.
2930,s1098,TV Show,Muppet Moments (Shorts),,,United States,"November 12, 2019",2014,TV-Y7,1 Season,Kids,Join the Muppets as they share unforgettable moments.
2931,s1099,Movie,Muppet Treasure Island,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",United States,"November 12, 2019",1996,G,101 min,Action-Adventure,The classic pirate tale gets a fun and zany Muppet twist.
2932,s1099,Movie,Muppet Treasure Island,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",United States,"November 12, 2019",1996,G,101 min,Comedy,The classic pirate tale gets a fun and zany Muppet twist.
2933,s1099,Movie,Muppet Treasure Island,Brian Henson,"Tim Curry, Kevin Bishop, Billy Connolly, Jennifer Saunders, Dave Goelz, Steve Whitmire",United States,"November 12, 2019",1996,G,101 min,Family,The classic pirate tale gets a fun and zany Muppet twist.
2934,s1100,Movie,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz",United States,"November 12, 2019",2014,PG,111 min,Action-Adventure,The Muppets find themselves entangled in an international crime caper.
2935,s1100,Movie,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz",United States,"November 12, 2019",2014,PG,111 min,Comedy,The Muppets find themselves entangled in an international crime caper.
2936,s1100,Movie,Muppets Most Wanted,James Bobin,"Ricky Gervais, Ty Burrell, Tina Fey, Steve Whitmire, Eric Jacobson, Dave Goelz",United States,"November 12, 2019",2014,PG,111 min,Family,The Muppets find themselves entangled in an international crime caper.
2937,s1101,Movie,My Favorite Martian,Donald Petrie,"Jeff Daniels, Christopher Lloyd, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole",United States,"November 12, 2019",1999,PG,94 min,Comedy,A TV reporter happens on the story of the millennium when a Martian lands on Earth.
2938,s1101,Movie,My Favorite Martian,Donald Petrie,"Jeff Daniels, Christopher Lloyd, Elizabeth Hurley, Daryl Hannah, Wallace Shawn, Christine Ebersole",United States,"November 12, 2019",1999,PG,94 min,Science Fiction,A TV reporter happens on the story of the millennium when a Martian lands on Earth.
2939,s1102,TV Show,My Friends Tigger & Pooh,,Jim Cummings,United States,"November 12, 2019",2006,TV-Y,2 Seasons,Animation,"Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors"
2940,s1102,TV Show,My Friends Tigger & Pooh,,Jim Cummings,United States,"November 12, 2019",2006,TV-Y,2 Seasons,Kids,"Pooh, Tigger, and friends from the Hundred Acre Wood welcome new neighbors"
2941,s1103,Movie,National Treasure: Book of Secrets,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha",United States,"November 12, 2019",2007,PG,125 min,Action-Adventure,Ben Gates must kidnap the president to prove his ancestor's innocence.
2942,s1103,Movie,National Treasure: Book of Secrets,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha",United States,"November 12, 2019",2007,PG,125 min,Mystery,Ben Gates must kidnap the president to prove his ancestor's innocence.
2943,s1103,Movie,National Treasure: Book of Secrets,Jon Turteltaub,"Nicolas Cage, Jon Voight, Harvey Keitel, Ed Harris, Diane Kruger, Justin Bartha",United States,"November 12, 2019",2007,PG,125 min,Thriller,Ben Gates must kidnap the president to prove his ancestor's innocence.
2944,s1104,Movie,Newsies,Kenny Ortega,"Christian Bale, David Moscow, Bill Pullman, Gabriel Damon, Luke Edwards, Max Casella",United States,"November 12, 2019",1992,PG,122 min,Coming of Age,New York City paperboys battle a greedy newspaper tycoon in 1899.
2945,s1104,Movie,Newsies,Kenny Ortega,"Christian Bale, David Moscow, Bill Pullman, Gabriel Damon, Luke Edwards, Max Casella",United States,"November 12, 2019",1992,PG,122 min,Drama,New York City paperboys battle a greedy newspaper tycoon in 1899.
2946,s1104,Movie,Newsies,Kenny Ortega,"Christian Bale, David Moscow, Bill Pullman, Gabriel Damon, Luke Edwards, Max Casella",United States,"November 12, 2019",1992,PG,122 min,Family,New York City paperboys battle a greedy newspaper tycoon in 1899.
2947,s1105,Movie,Newsies: The Broadway Musical,"Jeff Calhoun, Brett Sullivan","Jeremy Jordan, Kara Lindsay, Ben Fankhauser, Andrew Keenan-Bolger, Steve Blanchard, Aisha de Haas",United States,"November 12, 2019",2017,PG,134 min,Coming of Age,Gutsy newsboys take on newspaper titans in 1899. Filmed live in Hollywood.
